split,tile_idx,d8_vf_gt_w,d8_vf_pred_w,d8_H_R_w,d8_H_R_uw,d8_E_gt,d8_E_yhat,d8_E_soft,d8_dE_w,d8_n_active,d4_vf_gt_w,d4_vf_pred_w,d4_H_R_w,d4_E_gt,d4_E_yhat,d4_dE_w,d4_n_active
val,15,0.013002265514067224,0.005852175997929075,-0.007150089516138149,-0.005833271800930316,0.011734544867135908,0.00528158884028001,0.00019336564906386082,-0.006452956026855898,108344,0.01045407716971585,0.0047718573920673135,-0.005682219777648536,0.00943480427804422,0.004306601170768245,-0.005128203107275974,219861
val,16,0.0018995754399585057,0.00015345233671989607,-0.0017461231032386098,-0.003065653064250466,0.0017143668730060237,0.000138490727711291,1.6256000289410033e-06,-0.0015758761452947328,249539,0.0016065466675522417,0.00017138640263178432,-0.0014351602649204573,0.0014499083033555139,0.0001546762169596638,-0.00129523208639585,503002
val,17,0.0006041855090321879,3.951547552566357e-05,-0.0005646700335065242,-0.0009279799202821019,0.0005452773981905191,3.566271464647378e-05,3.273630075061494e-06,-0.0005096146835440454,226298,0.0006303672196894529,8.221571897522148e-05,-0.0005481515007142314,0.0005689064249685646,7.41996830429069e-05,-0.0004947067419256577,456520
val,18,4.2316288325914e-05,0.00029019512319794906,0.00024787883487203504,0.0002506736855298605,3.819045071840138e-05,0.00026190108876895707,1.7907353770556594e-05,0.00022371063805055568,239355,5.3494410378301694e-05,0.00023613090717602896,0.00018263649679772727,4.827870499851782e-05,0.00021310814267522482,0.00016482943767670701,479475
val,19,0.005415932181935039,0.0005917510856963611,-0.004824181096238678,-0.0069996040157461565,0.004887878727069649,0.0005340553418486968,9.030633592510668e-06,-0.004353823385220952,171724,0.004571207304005164,0.0005411639174989924,-0.004030043386506171,0.004125514488939594,0.0004884004241768824,-0.0036371140647627116,347090
val,20,0.004536682185952033,0.0008269471196710002,-0.0037097350662810323,-0.0075063518851653,0.004094355444834931,0.0007463197525078595,1.1013648213116871e-05,-0.0033480356923270716,215684,0.0040321670841964976,0.0007241434993679037,-0.0033080235848285938,0.003639030649713309,0.0006535394821762385,-0.0029854911675370704,436060
val,21,0.0014898093263337607,0.00010205237126949089,-0.0013877569550642698,-0.002820449417364685,0.001344552850217559,9.210226697320901e-05,1.4269587909912573e-06,-0.00125245058324435,258824,0.0012590311024403816,8.001352432606453e-05,-0.001179017578114317,0.0011362755218269822,7.2212205123678e-05,-0.0010640633167033043,521609
val,22,0.006167213954230033,0.001857782674192115,-0.004309431280037918,-0.004620167210348433,0.005565909895738863,0.0016766487662214365,4.1525374669069884e-05,-0.003889261129517427,221637,0.0053733508004838405,0.001739778647273861,-0.0036335721532099793,0.004849449045914388,0.0015701501652301965,-0.0032792988806841917,445697
val,23,0.0014421091125478148,0.00019576346636353907,-0.0012463456461842758,-0.0012191812607907327,0.0013015034195647238,0.00017667653877589005,4.261471818609149e-06,-0.0011248268807888338,254269,0.0013230665696464577,0.00019728926273120828,-0.0011257773069152494,0.0011940675724827561,0.0001780535521231309,-0.0010160140203596252,511621
val,24,0.0011774345377918913,0.00015888338440606055,-0.0010185511533858309,-0.0017211196128956033,0.0010626345706187454,0.0001433922542889626,3.3126653808118208e-06,-0.0009192423163297828,203356,0.00136572495189784,0.0002400780252321232,-0.001125646926665717,0.0012325667218291035,0.00021667041753765053,-0.001015896304291453,409843
val,25,0.0018056894923526884,0.0003176615870649821,-0.0014880279052877064,-0.004745003947781942,0.0016296347080503953,0.0002866895887194118,3.4467015977301544e-06,-0.0013429451193309834,260906,0.0015230215391065429,0.00026844319910982324,-0.0012545783399967197,0.0013745268899232582,0.0002422699835328218,-0.0011322569063904363,523183
val,26,0.000794578408771117,9.940531610002827e-05,-0.0006951730926710887,-0.0005871520456910994,0.0007171069829851771,8.97133013189637e-05,2.912751996921652e-06,-0.0006273936816662135,112407,0.0009406500803431948,0.00019050888838808764,-0.0007501411919551072,0.0008489366391570777,0.00017193427040466038,-0.0006770023687524174,225334
val,27,0.00513248629448607,0.0010591708512019207,-0.00407331544328415,-0.0047648101339376045,0.004632068716592354,0.0009559016854444006,1.2052080964832602e-05,-0.0036761670311479533,103257,0.004742884551788333,0.0009830744560773163,-0.003759810095711017,0.004280453077388573,0.0008872246692240357,-0.003393228408164537,206992
val,28,0.00938579024719801,0.002616453371369626,-0.006769336875828385,-0.012575291554530259,0.008470675960277032,0.0023613491948553753,7.901268989344471e-05,-0.006109326765421657,249696,0.0072101853737705154,0.0019751546803202288,-0.005235030693450287,0.006507192084721464,0.001782577017688351,-0.004724615067033113,501695
val,29,0.0010324617971103763,3.0521887554626557e-05,-0.0010019399095557498,-0.0010984593523296635,0.0009317967505770903,2.7546003356573012e-05,1.9257957922398965e-06,-0.0009042507472205173,213936,0.000890085171186139,5.774605032571133e-05,-0.0008323391208604277,0.0008033018297221652,5.211580840167079e-05,-0.0007511860213204943,430239
val,30,0.0004344252917264606,2.4274774809233054e-05,-0.0004101505169172275,-0.0008849896559650567,0.0003920688356748835,2.1907984708247135e-05,1.4855056006156962e-07,-0.00037016085096663637,261020,0.0004529770051113215,2.5873938689047832e-05,-0.0004271030664222737,0.0004088117235494801,2.335122883445986e-05,-0.00038546049471502026,523251
val,31,0.012382837349464756,0.0013010429900082228,-0.011081794359456533,-0.009808416282411813,0.011175511640421736,0.0011741912076834676,2.2477861857442047e-05,-0.010001320432738268,226846,0.012029786478614237,0.0013085499078158722,-0.010721236570798365,0.010856882109192906,0.00118096628033275,-0.009675915828860156,459815
val,32,0.0031071903000323858,0.004300872959386115,0.001193682659353729,0.002614974761637671,0.0028042392285299645,0.0038815376546041296,3.0707709073622535e-06,0.001077298426074165,142640,0.0026031272948859596,0.003760624086452754,0.0011574967915667944,0.002349322360347186,0.0033939630909803594,0.0010446407306331732,289588
val,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261425,0.0,0.0,0.0,0.0,0.0,0.0,523258
val,34,0.0,0.0,0.0,0.0,0.0,0.0,5.95815108405667e-09,0.0,129632,0.0,0.0,0.0,0.0,0.0,0.0,262556
val,35,0.00022966029948140186,0.0,-0.00022966029948140186,-0.000253204620984332,0.00020726841397776587,0.0,8.236046737474323e-09,-0.00020726841397776587,252760,0.00021058221255983522,0.0,-0.00021058221255983522,0.0001900504441768333,0.0,-0.0001900504441768333,510926
