tag,epoch,lambda_epoch,train_loss_total,train_loss_dice,train_loss_ce,train_loss_d8,train_miou,val_miou,val_iou_water,val_f1_water,val_precision,val_recall,val_topo_vf,val_pred_px,eff_d8_contribution,learning_rate,is_best
d8_shuf,11,0.4,0.6447377579659224,0.3937094408273697,0.25102555356919765,6.914838199563178e-06,0.6611977993631802,0.7873982866058851,0.635612390013405,0.7772164039527673,0.7023967401130005,0.8698760505093616,0.0007601069935069817,2771139.0,4.290034361193654e-06,6e-05,False
d8_shuf,12,0.4666666666666667,0.6476687601208687,0.3878095030784607,0.2598549596220255,9.209530973777192e-06,0.6429547107441538,0.8224111446401456,0.6906381419680032,0.8170147411486405,0.7938236633112449,0.8416016231640526,0.0009501466785539141,2372280.0,6.635814327647527e-06,6e-05,True
d8_shuf,13,0.5333333333333333,0.5946166497468949,0.35595649003982544,0.2386528642475605,1.3686393201020054e-05,0.6909510160567452,0.8304466208709151,0.7031858436034879,0.8257300238190494,0.8254609962019844,0.8259992268519243,0.0008656184755520996,2239064.0,1.2275975234124474e-05,6e-05,True
d8_shuf,14,0.6,0.5820759022235871,0.3525680869817734,0.22949752792716027,1.7146393833158412e-05,0.6979494377531129,0.7823377044243798,0.6298170625117808,0.77286841204269,0.6744500155051877,0.9049175345961419,0.0012527353942276887,3002221.0,1.7674702020500936e-05,6e-05,False
d8_shuf,15,0.6666666666666666,0.5690257066488266,0.35569690823554995,0.21331615135073662,1.8965952519991446e-05,0.7164329989920295,0.8246632055896381,0.6949479394179006,0.8200227549839293,0.7887332490393082,0.8538973590066165,0.0010017122459192696,2422473.0,2.22208754854485e-05,6e-05,False
d8_shuf,16,0.7333333333333333,0.6081169337034226,0.3730223351716995,0.23506925866007805,3.4553545661992756e-05,0.6949591390479773,0.7595450578676445,0.5959375342528974,0.7468181197102708,0.6269657240780545,0.9233229278626031,0.0015831379508034992,3295287.0,4.16701481747576e-05,6e-05,False
d8_shuf,17,0.8,0.5527240264415741,0.35552447676658633,0.19717817440629004,2.6723739646996592e-05,0.7171380334771071,0.825198107439593,0.6957080463631782,0.8205516838293931,0.7918544005373483,0.8514071965337939,0.0008001589244059132,2405888.0,3.8680819916874753e-05,6e-05,False
d8_shuf,18,0.8666666666666667,0.5228643663972616,0.33376588106155397,0.18906547963619233,3.808574279560162e-05,0.7248331365629512,0.8203199054076984,0.6881488464237779,0.8152703452442263,0.7744581063462023,0.8606233003590893,0.0009908971896429432,2486558.0,6.313248637598482e-05,3e-05,False
d8_shuf,19,0.9333333333333333,0.5279315003752708,0.3545857483148575,0.1733131593465805,3.492114407038116e-05,0.7437499542963897,0.8216209660325686,0.6904403436337003,0.8168763201066989,0.774744916465829,0.8638535398338849,0.000995269784166147,2494967.0,6.174111619856886e-05,3e-05,False
d8_shuf,20,1.0,0.57560565918684,0.3462058091163635,0.22934183172881603,5.8015215571174395e-05,0.7258283350439023,0.8160857664184186,0.6827268849707051,0.8114529946225835,0.7457292533505708,0.8898813686955472,0.0013832922697548258,2670142.0,0.00010080002323696485,3e-05,False
d8_shuf,21,1.0,0.5507838743925094,0.3489486354589462,0.20176920123398304,6.604068162232579e-05,0.7313287080337226,0.8296928850729048,0.7047004319700538,0.826773336539441,0.7756683537967869,0.885087403719602,0.0011029028801219317,2553251.0,0.00011991745540493347,3e-05,False
d8_shuf,22,1.0,0.5049911060929299,0.32807170152664183,0.17688147254288197,3.79355877488724e-05,0.7340848309315986,0.8401266495923844,0.7177730509181309,0.8357018414446414,0.8869248235802891,0.7900724211824697,0.0006480754296876193,1993258.0,7.512694185708652e-05,1.5e-05,True
d8_shuf,23,1.0,0.5163846230506897,0.3341242915391922,0.18221809156239033,4.22390751725743e-05,0.7390232359525686,0.8282297867239008,0.7020854156310854,0.8249708377540759,0.7759892309104063,0.8805526444569082,0.0010465248714470147,2539119.0,8.18043928891741e-05,1.5e-05,False
d8_shuf,24,1.0,0.5018004521727562,0.32955009400844576,0.17219710163772106,5.325742773266029e-05,0.7548426324782059,0.8346013750295347,0.7125155321005194,0.8321273807386371,0.7898003309485022,0.8792481246690099,0.0010870425224726778,2491022.0,0.00010614394698125536,1.5e-05,False
d8_shuf,25,1.0,0.5050598399341106,0.32874638617038726,0.1762663396075368,4.7110261907619136e-05,0.7350471850767335,0.818920882724187,0.6873258399038926,0.8146924839876116,0.7512785014412267,0.8897986910111481,0.0010685172107649033,2650173.0,9.328529659336854e-05,1.5e-05,False
d8_shuf,26,1.0,0.4973295509815216,0.3227538502216339,0.1745174980163574,5.820497685817827e-05,0.7470340112001699,0.7924712705898183,0.646269395433275,0.7851320047934025,0.6882046135242044,0.9138377863832088,0.0014380920046669296,2971221.0,0.0001170487241310386,1.5e-05,False
d8_shuf,27,1.0,0.5045473471283912,0.33120093524456024,0.17328623205423355,6.017640998379647e-05,0.7475949902389687,0.7969603907139143,0.6534715261217985,0.7904236822928662,0.695300100818048,0.9157000453609998,0.0014715462337704945,2946893.0,0.00011928234033385362,7.5e-06,False
d8_shuf,28,1.0,0.5021982853859663,0.33749855399131773,0.16464100874960422,5.8724441100821426e-05,0.7570842459966713,0.8014630895347581,0.660162116895293,0.7952983749922896,0.7077706211617418,0.9075297025167534,0.0013799028621658334,2869140.0,0.00011694844513002493,7.5e-06,False
d8_shuf,29,1.0,0.4761839148402214,0.3121923220157623,0.16393495932221414,5.663934087976941e-05,0.7593726538955551,0.8171809363307057,0.6837712329417416,0.8121901830418076,0.757450958177813,0.8754574645659087,0.001042281643625681,2586211.0,0.00011895840272081421,7.5e-06,False
d8_shuf,30,1.0,0.4833933010697365,0.32493681490421294,0.15840666603296996,4.982090494934255e-05,0.755045679685026,0.8280767146476449,0.7013240859093662,0.8244450210490083,0.7836272709702358,0.8697486821847467,0.000946705524284174,2483520.0,0.00010307557030197631,7.5e-06,False
d8_shuf,31,1.0,0.4656600267440081,0.31327990889549256,0.1523243972659111,5.572078150322568e-05,0.7763855394913459,0.8331708140119993,0.7093958004844181,0.8299959556275798,0.7997826214870746,0.8625816442133442,0.0009126303350116334,2413302.0,0.00011967411118382105,3.75e-06,False
d8_shuf,32,1.0,0.4657403430342674,0.30742878615856173,0.1582598987966776,5.1658925272022316e-05,0.7712135968460879,0.8165750569215601,0.6835143225273097,0.8120089189395321,0.7467537996269481,0.8897607039669647,0.0010726828185651154,2666117.0,0.00011093017060740401,3.75e-06,False
d8_shuf,33,1.0,0.4980862917006016,0.3294544345140457,0.16857591018080711,5.5947902279172016e-05,0.7472818181641357,0.824790388073189,0.6965242033346166,0.8211190880337079,0.7679781129926094,0.8821610605982736,0.0010646362097088053,2570292.0,0.00011233834017373327,3.75e-06,False
d8_shuf,34,1.0,0.4787726601958275,0.31427953839302064,0.1644375890493393,5.553406796252602e-05,0.7555529796254188,0.8291323074711312,0.7034994651503712,0.8259462119505532,0.778858809014354,0.8790934950538634,0.001020755024434524,2525572.0,0.00011600601854215592,3.75e-06,False
d8_shuf,35,1.0,0.46132539860904215,0.3092732697725296,0.15199809916317464,5.402826400541016e-05,0.7738843477132513,0.8272272000372889,0.7002460450164905,0.8236996604920189,0.776926227852153,0.8764656854091764,0.001077184779790189,2524286.0,0.00011712902131790681,1.875e-06,False
d8_shuf,36,1.0,0.46462028875947,0.30658303558826444,0.15798486180603505,5.2390745680739315e-05,0.7731319304475209,0.8209601426801674,0.6905791246680112,0.8169734437051258,0.7561147497526945,0.8884865738144132,0.0010785043201492622,2629339.0,0.0001127730649805812,1.875e-06,False
d8_shuf,37,1.0,0.4750777232646942,0.3155126458406448,0.15950859896838665,5.6477546233963946e-05,0.7627498872599945,0.8190329351338635,0.6870619827710609,0.8145071014433465,0.7574201783970701,0.880900784544189,0.0010991771191080776,2602397.0,0.00011889477965700063,1.875e-06,False
