tag,epoch,lambda_epoch,train_loss_total,train_loss_dice,train_loss_ce,train_loss_d8,train_miou,val_miou,val_iou_water,val_f1_water,val_precision,val_recall,val_topo_vf,val_pred_px,eff_d8_contribution,learning_rate,is_best
baseline,18,0.0,0.5395947457849979,0.33774466574192047,0.20185008019208908,0.0,0.7159168489918698,0.8371878931146866,0.7148877488263,0.8337429074475365,0.831149785642369,0.8363522605643087,0.0010200564442444263,2251611.0,0.0,6e-05,True
baseline,19,0.0,0.5313497203588485,0.35665038764476775,0.1746993336081505,0.0,0.7398310307162219,0.8153814890818918,0.6808697703194144,0.8101398244434239,0.7535223477679528,0.8759566590171187,0.0011670428909090448,2601177.0,0.0,6e-05,False
baseline,20,0.0,0.6325902557373047,0.354961656332016,0.27762859404087065,0.0,0.702896330734044,0.8349525379121234,0.7125651296204724,0.8321612034438497,0.7996273389670542,0.8674547116224713,0.0014926588795156675,2427407.0,0.0,6e-05,False
baseline,21,0.0,0.56058339625597,0.3455367988348007,0.21504659581929444,0.0,0.731666951303133,0.8322281440600661,0.7050211852748584,0.8269940471868157,0.8540167705861516,0.8016289738358647,0.0009689307236654285,2100344.0,0.0,6e-05,False
baseline,22,0.0,0.5080900748819113,0.33606947004795074,0.17202060393989085,0.0,0.7365242660060449,0.7661239094600647,0.602382454867354,0.7518585254569822,0.6613120573872437,0.8711336451250332,0.001180678141286136,2947554.0,0.0,6e-05,False
baseline,23,0.0,0.5326120772957802,0.3360620719194412,0.196550003439188,0.0,0.7293593092183017,0.8369945989100476,0.7117774075116542,0.8316237898551752,0.8983157377243012,0.7741500398863964,0.0008078174331566133,1928322.0,0.0,3e-05,False
baseline,24,0.0,0.4893357956409454,0.32345942258834837,0.16587637051939963,0.0,0.7528705686167937,0.8342722836066592,0.712521593511873,0.8321315143836556,0.7802295075683049,0.8914307931918278,0.001384974036879135,2556517.0,0.0,3e-05,False
baseline,25,0.0,0.5078720061480999,0.32396168291568755,0.18391032472252847,0.0,0.7217620810227641,0.846214679854161,0.7298955432790069,0.8438608286087543,0.854121480515747,0.8338437749289977,0.0011517776200883926,2184482.0,0.0,3e-05,True
baseline,26,0.0,0.4919619607925415,0.3190490674972534,0.1729128897190094,0.0,0.7451038807297485,0.7917365566126906,0.6456254732415431,0.7846566351088305,0.6826256912485446,0.9225484390676638,0.0017619744794684954,3024057.0,0.0,3e-05,False
baseline,27,0.0,0.49682264745235444,0.3264779996871948,0.17034464947879313,0.0,0.7459769611667233,0.8338279671549598,0.7110864955786376,0.8311520164714638,0.7907711736865677,0.8758788973031433,0.0013259569474860713,2478430.0,0.0,3e-05,False
baseline,28,0.0,0.48725969411432746,0.3298307305574417,0.15742896929383277,0.0,0.763962623157651,0.8290212162341006,0.7034445632798574,0.8259083722988045,0.7766651171376986,0.8818187302942209,0.0013496051805878951,2540557.0,0.0,3e-05,False
baseline,29,0.0,0.4769065622985363,0.3059341639280319,0.17097240291535853,0.0,0.7540378907090131,0.840845185292177,0.7216059680188275,0.8382939899415313,0.8265245622653655,0.8504034447545479,0.0010850502752638809,2302251.0,0.0,3e-05,False
baseline,30,0.0,0.47386286422610285,0.31931338310241697,0.15454948060214518,0.0,0.7514375877186403,0.8524111082061873,0.7406867866428913,0.8510282175133741,0.8594282063247851,0.8427908411001942,0.0010360202952551761,2194288.0,0.0,1.5e-05,True
baseline,31,0.0,0.4456845257245004,0.3009300071001053,0.14475452175363898,0.0,0.7808212971512475,0.8479212890350247,0.7319140942102735,0.8452083121871182,0.8799261607864833,0.8131260879377727,0.0008735357177065395,2067736.0,0.0,1.5e-05,False
baseline,32,0.0,0.4443827548623085,0.2958337116241455,0.14854904271662236,0.0,0.777270054350216,0.8471591614828737,0.7319219415681175,0.8452135445612756,0.8459504591016739,0.8444779127683394,0.0009928635635113663,2233710.0,0.0,1.5e-05,False
baseline,33,0.0,0.471309469640255,0.3159577536582947,0.15535171765834094,0.0,0.7654301032328499,0.8456570854354768,0.730360165689085,0.8441712658107015,0.8220677283041498,0.867496273917872,0.0011870688563585105,2361258.0,0.0,1.5e-05,False
baseline,34,0.0,0.45663244515657425,0.30061790883541106,0.1560145363211632,0.0,0.762784133235991,0.854557434322133,0.7448643463537015,0.8537790893719253,0.8504267251241068,0.8571579881167588,0.001121893911956438,2255316.0,0.0,1.5e-05,True
baseline,35,0.0,0.43259457871317863,0.29310751616954805,0.13948706578463316,0.0,0.7892036470598973,0.8389055023740325,0.7183367032196364,0.8360837568954833,0.8229934409466578,0.8495972256050554,0.0010668354436405942,2309937.0,0.0,1.5e-05,False
baseline,36,0.0,0.4369956854730844,0.2914810997247696,0.1455145847797394,0.0,0.7771269381009718,0.8443541585749401,0.7277795682820385,0.8424449294833165,0.8276272438339437,0.8578028740550723,0.001100444912786403,2319189.0,0.0,1.5e-05,False
baseline,37,0.0,0.44950935274362563,0.29791514575481415,0.15159420650452377,0.0,0.7711907605570748,0.8331585117191587,0.7103719709831764,0.8306637188106305,0.7830354034121483,0.8844612878501791,0.0013152453845712408,2527440.0,0.0,1.5e-05,False
baseline,38,0.0,0.4849241903424263,0.315041943192482,0.16988224856555462,0.0,0.7312504643642828,0.8512364585733299,0.7390216213026206,0.8499280425841442,0.8492022737239971,0.8506550530589626,0.0010994099791714436,2241433.0,0.0,1.5e-05,False
baseline,39,0.0,0.44530372343957425,0.2979249358177185,0.14737878806889057,0.0,0.7744526012230641,0.8258020624963714,0.698637307753179,0.8225856156159437,0.7634109797745827,0.8917047468163505,0.0013268366410587869,2613642.0,0.0,7.5e-06,False
baseline,40,0.0,0.42688323885202406,0.28413364887237547,0.14274958930909634,0.0,0.7861075434835676,0.8457029219316623,0.7302263312898571,0.84408186152789,0.8264959867608721,0.8624323774750235,0.0010956842181575894,2334897.0,0.0,7.5e-06,False
baseline,41,0.0,0.43661120899021627,0.2941741394996643,0.1424370701238513,0.0,0.7789419503272597,0.8398106363698482,0.7213597792359789,0.8381278428105862,0.7963995953407853,0.8844706728846244,0.0014240686541842288,2485054.0,0.0,7.5e-06,False
baseline,42,0.0,0.44948549687862394,0.292987220287323,0.15649827636778355,0.0,0.7667213309964247,0.8340336755070892,0.7118129115193403,0.8316480226657037,0.7848076819359976,0.8844344734660496,0.0012246369465815391,2521656.0,0.0,7.5e-06,False
baseline,43,0.0,0.47406774148344993,0.3046322864294052,0.16943545445799826,0.0,0.7657675325421365,0.838880793776114,0.7192949100582908,0.8367324370592173,0.8038419996977592,0.8724292267848883,0.0012022823804984147,2428527.0,0.0,3.75e-06,False
baseline,44,0.0,0.453184926584363,0.30012205362319944,0.1530628725886345,0.0,0.7680784227625417,0.8396197013631095,0.7202088362974894,0.8373504671068182,0.8111942287129742,0.8652496754342255,0.0011629807764703289,2386712.0,0.0,3.75e-06,False
baseline,45,0.0,0.4333830393850803,0.2917758184671402,0.14160722345113755,0.0,0.7878705491667299,0.8414766857540621,0.7227773829622173,0.8390839003463615,0.8254865289690407,0.8531367243101441,0.0010085169344376283,2312555.0,0.0,3.75e-06,False
baseline,46,0.0,0.44779067501425746,0.30756463706493375,0.1402260386198759,0.0,0.7748776405680966,0.8428123718668257,0.7248258685014789,0.8404626597248387,0.8322089488677438,0.8488817284552009,0.0009906125828988293,2282434.0,0.0,3.75e-06,False
baseline,47,0.0,0.45722378879785536,0.3089884912967682,0.14823529530316593,0.0,0.7745400770610893,0.8383305276512063,0.7183725527004494,0.8361080390530164,0.8028791131215912,0.8722062204902117,0.0012263963337269704,2430818.0,0.0,1.875e-06,False
baseline,48,0.0,0.4489662405848503,0.30373162031173706,0.14523461937904358,0.0,0.780508225455578,0.8364882517380003,0.7153626357371381,0.834065778085142,0.7983186169756352,0.8731643878164377,0.0012148309505797983,2447390.0,0.0,1.875e-06,False
baseline,49,0.0,0.40253675401210787,0.2693888050317764,0.1331479502096772,0.0,0.79542639690411,0.8335008177166576,0.7103755813001101,0.8306661870840455,0.7929762182919025,0.8721177330225844,0.0011776768338027533,2460925.0,0.0,1.875e-06,False
d8_real,1,0.0,1.1262696659564972,0.5191867637634278,0.6070829021930695,9.460078991539202e-11,0.4477207279657852,0.25585550595383155,0.15427194989588208,0.2673060709996423,0.15549316802772517,0.9515571336317178,0.00217755207255547,13693264.0,0.0,6e-05,True
d8_real,2,0.0,0.995599821805954,0.4908314621448517,0.5047683635354042,3.045889598337183e-08,0.5323999582418967,0.6234187049029255,0.4070403720251561,0.5785766778522525,0.42663441832358834,0.8986085569168821,0.000993432776999594,4713007.0,0.0,6e-05,True
d8_real,3,0.0,0.8813021457195283,0.4592964792251587,0.4220056661963463,1.4421531538061857e-07,0.5795071021112943,0.6844612778907242,0.4788661550152171,0.6476125691175747,0.5300379929433544,0.832217482531546,0.0008238589041884851,3513284.0,0.0,6e-05,True
d8_real,4,0.0,0.8343889272212982,0.43228974044322965,0.4020991903543472,4.785254188786891e-07,0.61497624746825,0.7513437040042095,0.5770960660701792,0.7318464340706801,0.6507421961827327,0.8360456827724285,0.0009590988543233136,2874779.0,0.0,6e-05,True
d8_real,5,0.0,0.8097644716501236,0.4052546089887619,0.40450986593961713,1.0693981444098722e-06,0.6034045027186445,0.7605346819462346,0.5905630570058407,0.7425836459669163,0.674269264109363,0.8263013355797828,0.0008947001101324607,2742133.0,0.0,6e-05,True
d8_real,6,0.06666666666666667,0.7791220659017563,0.4468642795085907,0.33225770413875577,1.2609567932919673e-06,0.603424517316391,0.7265487156171276,0.5416080133450518,0.7026533446331092,0.5945954393120286,0.8587096471450502,0.0010466024914681366,3231530.0,1.0789553880373402e-07,6e-05,False
d8_real,7,0.13333333333333333,0.7553765606880188,0.42393419206142424,0.3314421391487122,1.6844817434957803e-06,0.6333571683293238,0.790309282007396,0.6384943844390596,0.7793671928361828,0.7260437891105082,0.8411439910082432,0.0008910519691397286,2592334.0,2.973320138845561e-07,6e-05,True
d8_real,8,0.2,0.6837517547607422,0.41526504933834074,0.268486195653677,2.5713834654170207e-06,0.6601156528451948,0.8095706078519583,0.6672691739636165,0.8004336484879769,0.8025349541178066,0.7983433179672016,0.0006514389639362375,2225918.0,7.521400463254849e-07,6e-05,True
d8_real,9,0.26666666666666666,0.6764901328086853,0.4036228793859482,0.27286664105951786,2.2694763868935653e-06,0.6553065801301797,0.7764373041852,0.6190822333788523,0.7647322916846461,0.6754977778325953,0.8811313882477023,0.001094235311096646,2918772.0,8.946091327077756e-07,6e-05,False
d8_real,10,0.3333333333333333,0.6237794937938452,0.3759854251146317,0.24779313646256923,2.7714865723438285e-06,0.6767649732077696,0.8115692115368138,0.670350107222623,0.8026462288642571,0.8109780826104708,0.7944838342781679,0.0007657991283892588,2192095.0,1.4810205325301273e-06,6e-05,True
d8_real,11,0.4,0.6383369283378124,0.3922097945213318,0.24612562775611876,3.777739533674662e-06,0.668193607879824,0.7777777482224659,0.6214130481181371,0.7665080145239594,0.6761199014822737,0.8847928924005801,0.0008575201200150417,2928204.0,2.3672441803066223e-06,6e-05,False
d8_real,12,0.4666666666666667,0.6589134737849236,0.3906212615966797,0.2682897959649563,5.1872243931527784e-06,0.6293869980266227,0.8040718687514662,0.6573429698772872,0.7932491727116183,0.8046081792630554,0.7822064215980926,0.0008883093950600859,2175306.0,3.67379586216489e-06,6e-05,False
d8_real,13,0.5333333333333333,0.6091326850652695,0.357141540646553,0.25198798269033434,5.928295103103664e-06,0.6878883345705102,0.8210926286937342,0.6866561352652587,0.8142218451151799,0.8232465905737484,0.8053928195548365,0.0008624878013668472,2189078.0,5.1906158989002094e-06,6e-05,True
d8_real,14,0.6,0.575088175535202,0.3516086250543594,0.22347447127103806,8.462280042706994e-06,0.7106347749546014,0.7806467543031375,0.6266914886411061,0.770510564562709,0.6751478384563261,0.8972437047646926,0.0011480259857341646,2973685.0,8.82892934615363e-06,6e-05,False
d8_real,15,0.6666666666666666,0.55790398478508,0.3535627609491348,0.2043349888920784,9.3485134624266e-06,0.7244904476692746,0.8127982672059382,0.6757737299335944,0.8065214507932085,0.7602905339076905,0.8587386960611905,0.0011703029317961672,2527347.0,1.1171119277785626e-05,6e-05,False
d8_real,16,0.7333333333333333,0.5901640838384629,0.36894226968288424,0.22121124744415283,1.441149765454952e-05,0.7062623382202016,0.7967583802052214,0.6528585000424549,0.7899750644422203,0.6975752612558082,0.9105905644651312,0.0015518053356106012,2920892.0,1.7907936336269167e-05,6e-05,False
d8_real,17,0.8,0.5428361654281616,0.34789173662662504,0.1949334828555584,1.368519750251096e-05,0.7280311053951712,0.8285864819060289,0.7007799987628531,0.8240689557410132,0.8083085260109396,0.8404562020553226,0.0007335091996025234,2326598.0,2.016884553089212e-05,6e-05,True
d8_real,18,0.8666666666666667,0.5259223667904734,0.33455131709575653,0.19135839246213437,1.4611311030989781e-05,0.7253243746774201,0.8340426805479007,0.7099191931823061,0.8303540845823077,0.818707524066257,0.842336784195602,0.0010585301013805446,2302186.0,2.40785366703025e-05,6e-05,True
d8_real,19,0.9333333333333333,0.5308599543571472,0.3532090735435486,0.1776385121792555,1.3249310076162146e-05,0.7354879881199023,0.8345583286400781,0.7121204601191171,0.8318578940053937,0.795199763313513,0.8720591882839017,0.0010601342484837318,2453879.0,2.3294864797988507e-05,6e-05,True
d8_real,20,1.0,0.562333445250988,0.34248964667320253,0.219812276288867,3.151940306906908e-05,0.7283376474151028,0.8380404690249179,0.7149843670569851,0.8338086116597561,0.8630951014379625,0.8064443903191135,0.0011390220632840173,2090736.0,5.605423311204868e-05,6e-05,True
d8_real,21,1.0,0.5235732346773148,0.3394203233718872,0.18413272876292466,2.018275535533576e-05,0.7450126055930093,0.8295328475591086,0.7041348528056011,0.8263839585773969,0.7800261627526358,0.8786001103858814,0.0010916479770592476,2520377.0,3.854958971787031e-05,6e-05,False
d8_real,22,1.0,0.4972915371134877,0.3247599518299103,0.1725120521336794,1.9532211984443215e-05,0.7410749702947225,0.8267901751939306,0.6971927038686392,0.821583432782187,0.815618510729661,0.8276362450030278,0.0010649208164529192,2270575.0,3.927872839966548e-05,6e-05,False
d8_real,23,1.0,0.5155702260136604,0.32994640290737154,0.18560774862766266,1.6072703195106898e-05,0.7434268776038042,0.843964307913397,0.7256016417380323,0.840983949235472,0.8612134449577661,0.8216830048198855,0.0007818147260807566,2134897.0,3.1175586788024704e-05,6e-05,True
d8_real,24,1.0,0.4856890732049942,0.3159020698070526,0.16976111613214015,2.588403213053425e-05,0.7597865615082569,0.8314616189897062,0.7076717198312091,0.8288147090720193,0.7781903591694286,0.8864839862263447,0.0011303027475779836,2548992.0,5.3296261441926647e-05,6e-05,False
d8_real,25,1.0,0.49149625808000563,0.3164968478679657,0.17497851755470037,2.0893616818966622e-05,0.7316824555287511,0.8473395488003119,0.7317860950150179,0.8451229596097108,0.8567293969844632,0.8338267924857158,0.0010132258823856938,2177788.0,4.251203272619417e-05,6e-05,True
d8_real,26,1.0,0.481113945543766,0.3127711647748947,0.16831712685525418,2.5648634482422496e-05,0.7477090010336611,0.8186597771162563,0.6854783938874361,0.8133932732373139,0.7703470482833802,0.8615349894194909,0.0010003150855390744,2502476.0,5.33137782162877e-05,6e-05,False
d8_real,27,1.0,0.48889422431588175,0.31804311513900757,0.17081759769469498,3.35088359747715e-05,0.7405780517666869,0.8099608974283296,0.6739936842167844,0.8052523621463095,0.7208968769551487,0.9119656954645704,0.001388544557850745,2830667.0,6.854475128618142e-05,6e-05,False
d8_real,28,1.0,0.4720705919712782,0.32145684599876406,0.15058472719043492,2.9017853548793938e-05,0.770864919915212,0.827401471589366,0.700267322317263,0.8237143808220481,0.7813927750845072,0.8708829306334228,0.0010921913172071012,2493870.0,6.147308880602194e-05,6e-05,False
d8_real,29,1.0,0.46940970942378046,0.29690286695957185,0.17247845463454722,2.838901282984807e-05,0.7547305932980157,0.8472193381037784,0.7314206914154449,0.8448792313062921,0.860439587936122,0.8298716708266204,0.001090638916784662,2158112.0,6.048176934998804e-05,6e-05,False
d8_real,30,1.0,0.48653832301497457,0.32563156366348267,0.16088470607995986,2.2052812485071628e-05,0.7060380357523361,0.8524517962358578,0.7421634464186138,0.8520020873406431,0.8270404172867024,0.8785174327014822,0.0011439121246147007,2376879.0,4.5328006187133e-05,3e-05,True
d8_real,31,1.0,0.438643452078104,0.28910896599292757,0.1495032356120646,3.124895609180611e-05,0.7712660789374739,0.8585988219693044,0.7500294659937705,0.8571620999168256,0.9059573783891279,0.8133544571092753,0.0007754757576891298,2008887.0,7.124506791525255e-05,3e-05,True
d8_real,32,1.0,0.4270950573682785,0.2861547875404358,0.140910921767354,2.9346978276407754e-05,0.7784444166632514,0.8485946310778856,0.735114436743607,0.8473382748439812,0.8315842829438435,0.863700697844347,0.0010222556781762152,2324023.0,6.871771167011947e-05,3e-05,False
d8_real,33,1.0,0.45421584121882913,0.30435067415237427,0.1498354148492217,2.9753653154784843e-05,0.7677028451491372,0.8560153926377978,0.7476688108785097,0.8556184172019127,0.845222651921897,0.8662730910951665,0.0011154255768629413,2293333.0,6.550982928647181e-05,3e-05,False
d8_real,34,1.0,0.4366537529230118,0.28881746888160703,0.147799217030406,3.706908678225318e-05,0.7645601795362353,0.8543106511845139,0.7434236940564111,0.8528319267322708,0.8760464394081836,0.8308159840543796,0.0008914918159260863,2122077.0,8.490075615141135e-05,3e-05,False
d8_real,35,1.0,0.4103187810629606,0.27851327538490295,0.13177821084856986,2.729563019784109e-05,0.7900085979115992,0.843234136428287,0.7259824317902233,0.8412396539137653,0.8237129946203194,0.859528379673803,0.000981686280469804,2334897.0,6.652741066703186e-05,3e-05,False
d8_real,36,1.0,0.4151513466238976,0.27567642509937285,0.13944728799164297,2.7632548520717392e-05,0.7865137383913912,0.8421007719887257,0.7241230521989246,0.839989989433048,0.8206609787376277,0.8602514742324942,0.0009780898861578198,2345552.0,6.656461110102607e-05,1.5e-05,False
d8_real,37,1.0,0.42250568032264707,0.28386003494262696,0.1386040997877717,4.1545565390350704e-05,0.7811993758900202,0.831654072777172,0.7080586848086137,0.8290800440360174,0.7774781042232712,0.8880186628113541,0.0012024117472002847,2555744.0,9.834104714442465e-05,1.5e-05,False
d8_real,38,1.0,0.45024015337228773,0.29602491021156313,0.15417510978877544,4.0133661420895806e-05,0.7583879741120717,0.8464802636716593,0.7315890812818732,0.8449915620168812,0.826826361032499,0.863972863843261,0.001030612767117013,2338133.0,8.914628973331815e-05,1.5e-05,False
d8_real,39,1.0,0.42107539489865303,0.2831161189079285,0.13792789820581675,3.137850941945075e-05,0.7785064213990216,0.8336703111758808,0.7109086348125462,0.8310305066529003,0.7890767224944303,0.8776960187343164,0.0011517000000672707,2488905.0,7.452548461453101e-05,1.5e-05,False
d8_real,40,1.0,0.40212239921092985,0.2687514132261276,0.1333409545198083,3.0030574737125448e-05,0.7886594448699706,0.8486829116478396,0.7354238959281794,0.8475438164170755,0.8283165966567604,0.8676848684195826,0.0010075337475034167,2343954.0,7.468576164594204e-05,7.5e-06,False
d8_real,41,1.0,0.41838820338249205,0.2826541304588318,0.13570599991828203,2.807348113281094e-05,0.782708970787875,0.8458523641922387,0.7314886897442475,0.8449245947454538,0.8067613269789208,0.8868777107666456,0.001260290409616893,2459813.0,6.710362459134247e-05,7.5e-06,False
d8_real,42,1.0,0.4200692533701658,0.277818546295166,0.14221536803990603,3.534180517590357e-05,0.778403312609294,0.8347039797298732,0.7131157974374006,0.8325365961882197,0.7829475064118588,0.888832032463281,0.0011622563229398573,2540215.0,8.414036097978147e-05,7.5e-06,False
d8_real,43,1.0,0.42636795684695245,0.2862080854177475,0.14012753251940013,3.23383879344874e-05,0.7848268176566424,0.8475054622976522,0.7338229099721157,0.8464796557382178,0.8182956233001285,0.876674390698984,0.0011312341878314473,2397240.0,7.585194990500389e-05,7.5e-06,False
d8_real,44,1.0,0.4281122183054686,0.285383026599884,0.14269788186997176,3.130691042372291e-05,0.772355799417944,0.8473837102953963,0.7331650838547124,0.8460418348886749,0.8273724239806777,0.8655732356693876,0.0010543903669207066,2340918.0,7.313316198946408e-05,3.75e-06,False
d8_real,45,1.0,0.40542478173971175,0.2753138238191605,0.13008112236857414,2.9835605387731334e-05,0.7926043228229002,0.8475038336151168,0.7331391683159264,0.8460245798129532,0.832459387698779,0.8600391936914692,0.0009609876081706146,2311738.0,7.359639203275796e-05,3.75e-06,False
d8_real,46,1.0,0.43332978278398515,0.296613792181015,0.1366869346052408,2.905542864585442e-05,0.7793528908021361,0.8438708477633077,0.7271194114318054,0.8420024772103204,0.8235585705891779,0.861291425430315,0.0009907419496006993,2340125.0,6.705603487295153e-05,3.75e-06,False
d8_shuf,1,0.0,1.1232711958885193,0.5190740156173707,0.6041971790790558,5.946830953861654e-10,0.44998993039459256,0.40981058388966984,0.21762964006904598,0.35746442581129223,0.22277481828514567,0.9040572397719884,0.001573978788311108,9080573.0,0.0,6e-05,True
d8_shuf,2,0.0,1.0048481702804566,0.4904801940917969,0.5143679675459861,3.128559355032129e-08,0.5311766630474499,0.6651547879711968,0.458673721645955,0.6288914578215496,0.48632500179548477,0.889710650449923,0.0011113893357645995,4093602.0,0.0,6e-05,True
d8_shuf,3,0.0,0.870220465362072,0.45698082029819487,0.4132396441698074,2.6773744208889725e-07,0.587501541686398,0.7153830021259359,0.521790305042358,0.6857584823788642,0.5895826326190817,0.819427915114598,0.0007958122032230835,3109922.0,0.0,6e-05,True
d8_shuf,4,0.0,0.8299399989843369,0.4300300586223602,0.3999099349975586,9.461726787940439e-07,0.6123675860562523,0.7703389695179211,0.6026174914410208,0.7520415753096106,0.7270833368103596,0.7787741804295217,0.0008289300789017864,2396684.0,0.0,6e-05,True
d8_shuf,5,0.0,0.8193807917833328,0.41396745324134826,0.4054133406281471,1.6784116725141694e-06,0.5881814972988253,0.7365949975565114,0.5546804280021308,0.7135619874174817,0.6225283877565151,0.8357797734631447,0.000911543654715926,3004112.0,0.0,6e-05,False
d8_shuf,6,0.06666666666666667,0.7900318992137909,0.4448732227087021,0.34515855461359024,1.8730855860371078e-06,0.6158379509324563,0.7357876619167587,0.5520579836489921,0.7113883494881638,0.629095813182106,0.8184505308130792,0.0010239115719601502,2911113.0,1.5805993630498277e-07,6e-05,False
d8_shuf,7,0.13333333333333333,0.7764310991764068,0.43235148847103116,0.3440791612863541,3.3552877888975983e-06,0.6276354758670821,0.7897050490558057,0.6360520985813216,0.7775450416681289,0.7417625982478707,0.8169547350850574,0.0008284384854346807,2464430.0,5.761901662771025e-07,6e-05,True
d8_shuf,8,0.2,0.6954257154464721,0.41882702946662903,0.2765979510545731,3.665151808701847e-06,0.6563818891846197,0.747971518798458,0.5728044124270796,0.7283860700049207,0.6386851516203863,0.8474002337320483,0.0008360452475046328,2968829.0,1.0540753960132166e-06,6e-05,False
d8_shuf,9,0.26666666666666666,0.6940826225280762,0.40848781287670133,0.28559409752488135,2.690580900623037e-06,0.6487353976381276,0.8018180591611935,0.6578966057297929,0.7936521535252099,0.7390292950368703,0.8569939734671669,0.0009654378227149403,2594774.0,1.0337227197738348e-06,6e-05,True
d8_shuf,10,0.3333333333333333,0.625126238167286,0.37846292078495025,0.24666150152683258,5.439782566387941e-06,0.6812953499883567,0.8107586980839363,0.6706944155051209,0.802892987826672,0.7812950084445673,0.8257190165377715,0.000878399905696849,2364834.0,2.900639921820679e-06,6e-05,True
